id,lat,lon,z,id_user,waktu
884,-7.2793484,112.797226,0.036805604,1,1458474796289
885,-7.2793484,112.797226,0.001382515,1,1458474796309
886,-7.2793484,112.797226,0.037132073,1,1458474796303
887,-7.2793484,112.797226,0.001810952,1,1458474796320
888,-7.2793484,112.797226,0.001500702,1,1458474796329
889,-7.2793484,112.797226,0.011167325,1,1458474796339
890,-7.2793484,112.797226,0.010174408,1,1458474796354
891,-7.2793484,112.797226,0.016726192,1,1458474796359
892,-7.2793484,112.797226,0.002295019,1,1458474796370
893,-7.2793484,112.797226,0.000009513,1,1458474796384
894,-7.2793484,112.797226,0.000007611,1,1458474796385
895,-7.2793484,112.797226,0.000003743,1,1458474796389
896,-7.2793484,112.797226,0.001102388,1,1458474796401
897,-7.2793484,112.797226,0.002359184,1,1458474796409
898,-7.2793484,112.797226,0.000001188,1,1458474796419
899,-7.2793484,112.797226,0.035399787,1,1458474796432
900,-7.2793484,112.797226,0.000039261,1,1458474796439
901,-7.2793484,112.797226,0.012489968,1,1458474796499
902,-7.2793484,112.797226,0.008393418,1,1458474796559
903,-7.2793484,112.797226,0.009359074,1,1458474796619
904,-7.2793484,112.797226,0.005946322,1,1458474796679
905,-7.2793484,112.797226,0.003176997,1,1458474796739
906,-7.279348,112.79722,0.032153957,1,1458474796799
907,-7.279348,112.79722,0.024853472,1,1458474796919
908,-7.279348,112.79722,0.001925740,1,1458474796859
909,-7.279348,112.79722,0.000004806,1,1458474797039
910,-7.279348,112.79722,0.000031651,1,1458474796979
911,-7.279348,112.79722,0.003144161,1,1458474797668
912,-7.279348,112.79722,0.021022186,1,1458474797670
913,-7.279348,112.79722,0.000978074,1,1458474797670
914,-7.279348,112.79722,0.013665765,1,1458474797671
915,-7.279348,112.79722,0.022551617,1,1458474797671
916,-7.279348,112.79722,0.025732867,1,1458474797671
917,-7.279348,112.79722,0.000281099,1,1458474797672
918,-7.279348,112.79722,0.011697862,1,1458474797672
919,-7.279348,112.79722,0.004097538,1,1458474797673
920,-7.279348,112.79722,0.015052716,1,1458474797673
921,-7.279348,112.79722,0.000059764,1,1458474797699
922,-7.279348,112.79722,0.040871996,1,1458474797759
923,-7.279348,112.79722,0.007860999,1,1458474797819
924,-7.279348,112.79722,0.017655542,1,1458474797889
925,-7.279348,112.79722,0.002180332,1,1458474797949
926,-7.279344,112.79722,0.006128675,1,1458474798009
927,-7.279344,112.79722,0.004149367,1,1458474798069
928,-7.279344,112.79722,0.000075433,1,1458474798129
929,-7.279344,112.79722,0.003516483,1,1458474798189
930,-7.279344,112.79722,0.014974863,1,1458474798249
931,-7.279344,112.79722,0.004764273,1,1458474798309
932,-7.279344,112.79722,0.007899169,1,1458474798369
933,-7.279344,112.79722,0.025250992,1,1458474798429
934,-7.279344,112.79722,0.003643456,1,1458474798489
935,-7.279344,112.79722,0.000083061,1,1458474798549
936,-7.279344,112.79722,0.000150871,1,1458474798609
937,-7.279344,112.79722,0.008882000,1,1458474798669
938,-7.279344,112.79722,0.017338498,1,1458474798729
939,-7.279344,112.79722,0.010258553,1,1458474798790
940,-7.279344,112.79722,0.000803654,1,1458474798849
941,-7.279344,112.79722,0.002972520,1,1458474798909
942,-7.279344,112.79722,0.001401399,1,1458474798969
943,-7.279344,112.79722,0.006531031,1,1458474799029
944,-7.279344,112.79722,0.005651441,1,1458474799089
945,-7.279344,112.79722,0.013250480,1,1458474799149
946,-7.279344,112.79722,0.000021916,1,1458474799209
947,-7.279344,112.79722,0.002188875,1,1458474799269
948,-7.279344,112.79722,0.001903115,1,1458474799332
949,-7.279344,112.79722,0.006337491,1,1458474799389
950,-7.279344,112.79722,0.002944987,1,1458474799449
951,-7.279344,112.79722,0.022711806,1,1458474799509
952,-7.279344,112.79722,0.000675581,1,1458474799569
953,-7.279344,112.79722,0.035414543,1,1458474799690
954,-7.279344,112.79722,0.001646381,1,1458474799809
955,-7.279344,112.79722,0.000606664,1,1458474799629
956,-7.279344,112.79722,0.000126774,1,1458474799749
957,-7.279344,112.79722,0.035414543,1,1458474799690
958,-7.279344,112.79722,0.001646381,1,1458474799809
959,-7.279344,112.79722,0.000606664,1,1458474799629
960,-7.279344,112.79722,0.011000497,1,1458474799869
961,-7.279344,112.79722,0.005122913,1,1458474799989
962,-7.279344,112.79722,0.001908524,1,1458474800049
963,-7.279344,112.79722,0.005525692,1,1458474799929
964,-7.279344,112.79722,0.017320724,1,1458474800109
965,-7.279344,112.79722,0.000149070,1,1458474800169
966,-7.279344,112.79722,0.005503040,1,1458474800289
967,-7.279344,112.79722,0.012644231,1,1458474800229
968,-7.279344,112.79722,0.009191958,1,1458474800349
969,-7.279344,112.79722,0.001037429,1,1458474800409
970,-7.279344,112.79722,0.039369020,1,1458474800469
971,-7.279344,112.79722,0.009794414,1,1458474800589
972,-7.279344,112.79722,0.008221830,1,1458474800649
973,-7.279344,112.79722,0.000241025,1,1458474800529
974,-7.279344,112.79722,0.002771172,1,1458474800709
975,-7.279344,112.79722,0.003639680,1,1458474800769
976,-7.279344,112.79722,0.006658059,1,1458474800829
977,-7.279344,112.79722,0.001338081,1,1458474800889
978,-7.279344,112.79722,0.005181894,1,1458474800949
979,-7.279344,112.79722,0.000116011,1,1458474801009
980,-7.279344,112.79722,0.001339216,1,1458474801069
981,-7.279344,112.79722,0.000416640,1,1458474801129
982,-7.279344,112.79722,0.000295490,1,1458474801189
